State,Lat,Long_,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
South Carolina,33.8569,-80.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3238,3309,3456,3550,3820,3983,4129,4257,4323,4315,4621,4767,4913,5087,5324,5436,5543,5651,2599,2380,2600,2729,2852,2923,2815,3010,3231,3081,3202,3326,755,851,2904,2951,3205,3355,3475,3206,3317,3514,3476,3727,3918,3675,3868,4055,4216,4189,4448,4908,5189,4938,4938,4938,5567,5567,6393,6896,6732,7256,7925,7895,8674,9513,10094,9649,10205,11178,11179,12322,13218,14217,13582,14897,16012,16185,17772,19148,20468,20189,21682,23446,23745,25579,27033,28559,27325,28844,30605,30534,32792,34730,36239,35547,37398,39164,41115,42628,46278,47728,45054,46695,48210,47844,49165,50330,51533,49685,51372,53046,54445,55989,57152,58299,59484,60719,61996,58459,59655,60606,61313,59195,59993,60888,59907,60892,61498,61935,51135,60846,61714,61801,62684,63366,63922,59528,60089,60539,61865,63120,64184,64841,65658,66278,67458,69048,69981,70634,71269,71565,71840,72186,74587,75507,77369,78172,78941,79559,80857,81710,82621,83078,83481,68798,70933,71349,71751,72321,72533,72688,71139,72873,70424,72825,74498
South Dakota,44.2998,-99.4388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,862,982,1162,1304,1404,1535,1628,1678,1747,1849,1947,2030,2137,2201,2233,2302,2360,859,818,808,811,817,802,774,847,1045,1234,1336,1393,1315,1326,1312,1269,1242,1219,1199,1125,1108,984,1039,1078,1142,1121,1075,1037,1041,1063,1093,1094,1069,1015,1016,1020,1034,1029,1038,1003,972,962,928,913,930,924,892,820,829,810,801,809,827,808,773,781,800,795,818,838,807,801,800,814,832,869,903,945,875,864,904,886,875,868,872,864,878,842,865,855,836,829,820,799,808,817,876,908,917,895,903,866,873,913,911,946,935,951,987,983,1024,1125,1146,1060,1062,1058,1101,1082,1182,1194,1161,1222,1269,1376,1540,1551,1570,1530,1513,2000,2182,2428,2644,2730,2750,2875,3013,3032,3057,3018,2892,2679,2434,2456,2515,2515,2461,2499,2386,2442,2615,2812,2946,2843,2890,2817,3108,3291,3507,3742,3790,3828,3684,3658,3832,3987,4112
Tennessee,35.7478,-86.6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5402,5501,5703,5703,6239,6122,6447,6922,7086,7237,7237,8095,8559,9012,9486,9734,9864,10171,5396,6141,6734,7153,7271,7108,7135,7075,7188,7157,7214,7255,7509,7473,7531,7390,7439,7409,7824,7138,6324,6457,6513,6711,6938,7124,7208,7016,6691,6737,7009,6902,6638,8045,8126,8146,8331,8636,8853,9021,9127,8977,8907,9227,9346,9973,10460,10548,10334,10313,10971,11084,11509,11455,11693,11986,12187,13114,13429,13429,14743,15306,16423,17332,18488,19460,20417,20367,21022,22565,23272,24083,24833,25364,27529,27749,28421,29494,30270,31792,32953,32933,33221,33781,34401,35157,36024,38239,38272,40806,37673,37604,38542,39466,40083,38666,38065,37404,37606,38219,39030,40492,39511,38331,37814,38047,37809,38302,39687,38545,37450,37263,36720,36609,37094,38316,36975,35754,35940,36090,35801,36456,36599,36315,35663,35359,16163,15604,16117,16902,17027,15693,14977,15047,15160,13880,13881,15369,14444,14734,14269,15120,14241,15452,15502,15109,14872,14225,14484,14473,15475,15313,14246,14363,14150,13772,13502
Texas,31.0545,-97.5635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13394,13970,14664,15532,16462,17398,18228,18770,19244,20041,20765,22046,23018,23515,24316,24655,25638,26503,15408,14730,15163,15576,15792,16196,16352,16611,17024,17187,17142,17725,18573,18329,18758,18987,19533,19483,19456,19805,19906,21252,20846,21021,20948,19584,19309,19335,19879,19214,20955,20554,20572,21077,21275,21980,22871,23742,23809,24857,25201,26423,26632,27713,28409,28198,29121,30839,33242,35318,37907,40302,42254,46393,49982,52964,57745,61537,65258,67776,72955,75787,82309,85875,89427,92116,91461,99183,104763,108770,115209,118698,123397,126908,130083,133817,137063,146260,151757,153586,158309,161806,160343,163861,164589,163358,163786,159901,165516,158131,161456,161245,158526,155269,158663,152186,152499,153641,151547,150789,150231,149326,150518,150166,147096,145326,145878,143018,145426,144846,142231,139014,136758,135389,131738,130698,129519,125843,126087,123432,121937,121223,117369,112461,109941,106664,104767,105701,103957,101136,101932,95226,94683,91548,92740,95317,89648,93465,92248,91232,91707,88950,87367,88709,107795,112538,109487,89687,89315,89024,90635,87984,90324,92120,92091,93938,93886
Utah,40.15,-111.8624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285,2350,2399,2528,2663,2770,2892,3042,3185,3265,3413,3577,3743,3907,4082,4195,4304,4452,2687,2720,2751,2887,2925,3006,3028,3023,3089,3136,3151,3113,3092,3139,3108,3117,3094,3083,3121,3247,3197,3186,3216,3265,3214,3205,3173,3102,3192,3344,3426,3547,3635,3770,3879,4068,4344,4738,4837,4943,5041,5149,5376,5503,5728,5922,6085,6322,6643,6901,7157,7523,7645,7885,8080,8287,8568,8787,8803,9002,9291,9647,9836,10018,10277,10554,10621,10831,11075,11376,11490,11755,11746,11966,12086,12141,12065,12397,12475,12668,12959,12775,12729,12786,12739,12974,12959,12901,12807,12664,12259,12135,11762,11645,11475,11248,11137,11090,10966,10669,10301,9877,9726,9639,9428,9254,8937,8612,8588,8398,8233,8261,8237,8195,8077,7899,7810,7841,7836,7642,7582,7657,7723,7710,7656,7754,7917,7873,7956,8005,8142,8213,8162,8044,8223,8418,8752,9068,9237,9582,10113,10846,11455,11922,12293,12656,13120,13815,14722,15293,15961,16459,16835,17442,18081,18516,18998
Vermont,44.0459,-72.7107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,720,723,730,741,744,765,775,778,778,783,782,783,797,805,808,815,815,817,829,835,844,850,855,150,145,129,124,97,88,87,87,87,84,77,76,71,70,66,69,64,63,63,65,65,68,64,61,57,53,48,54,56,90,90,103,118,125,128,137,150,157,162,163,161,162,160,162,170,171,181,181,181,198,197,201,198,200,203,199,193,211,213,183,186,173,159,151,162,155,161,151,149,150,158,158,157,157,157,165,162,158,165,152,158,158,156,155,151,143,146,133,131,130,125,125,129,130,124,122,122,119,118,116,122,119,120,126,125,121,123,125,129,128,128,128,131,132,131,134,137,141,145,146,143,143,138,134,128,131,130,123,117,123,121,129,120,114,114,112,111,109,104,106,99,100,97,101,100,97,90,88,88,99,104
Virginia,37.7693,-78.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5133,5598,6028,6305,6681,7260,7795,8265,8690,9306,9917,10625,11183,11929,12521,13078,13847,14440,13191,14125,14809,15515,16262,16927,16927,17976,18533,19245,20041,20947,21508,22264,23179,23889,24771,25385,26018,26832,27310,28259,28851,29543,29971,31374,32879,33601,34591,35527,36496,37364,38107,38821,39312,40127,40686,41554,42671,43217,43565,43837,44232,44675,45197,45782,46104,46420,46763,47159,47628,48229,48737,49182,49624,50088,50453,51002,51555,51999,52426,52944,53286,53423,53837,54519,55111,55440,55946,56459,56986,57784,58549,59394,60344,61043,62008,62780,63537,64372,65386,66237,67088,68011,68704,69721,70734,71607,73050,73349,74218,75035,75777,76579,77456,78633,79622,80253,80933,82840,84024,84837,85461,86249,86922,87870,88991,89675,90523,91209,91976,92620,93361,94172,95272,96050,96670,97551,98251,99278,100162,101269,102161,102910,103782,104558,105590,106584,107368,108516,109090,109894,110565,111691,112717,113870,114708,115389,116142,116851,117778,118896,119710,120502,121100,121847,122334,123147,123975,124870,125401,125791,126584,127254,127598,128491,129506
Washington,47.4009,-121.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10103,10122,10269,10390,10478,10914,11163,11619,11471,11728,11910,12042,12255,12582,12772,12922,13056,13269,13513,13813,14173,14351,14621,14732,15035,15340,15483,15753,15960,16177,16368,16538,16790,16960,17289,17432,17609,17780,17934,18073,18215,18215,18767,18995,19103,19311,19658,19960,20231,20584,20854,21028,21349,21591,21844,22289,22572,22880,23178,23178,23585,23967,24325,24617,24938,25300,25558,25947,26346,26960,27410,27594,28102,28576,29067,29551,30094,30442,30933,31492,32096,32809,33426,33893,34539,35616,36036,36547,37172,37794,37794,39218,40358,40900,41625,42886,43633,44582,45499,46290,47110,47779,48527,49329,50355,51134,51803,52657,53430,54239,54239,55949,56577,57115,57760,58460,59264,59915,60835,61384,61950,62435,62978,63603,64384,65119,65680,65936,66455,66867,67552,67929,68738,69149,69504,69829,70281,70813,71396,71974,72415,72720,73008,73442,73911,74382,74883,75282,75592,75592,76031,76482,77020,77485,77835,78132,78450,78792,79167,79565,80162,80511,80681,81123,81621,82158,83126,83730,84169,84538,84918,85396,85984,86667,87277
West Virginia,38.4912,-80.9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,603,631,692,716,759,769,872,878,882,912,950,978,978,1021,1029,1057,1072,539,551,565,536,565,568,476,520,510,510,531,537,517,527,497,513,517,506,515,512,548,540,650,523,566,567,522,634,650,636,624,632,639,637,618,624,590,606,609,609,608,624,615,608,618,631,649,617,634,665,715,743,768,782,711,684,744,731,647,677,581,540,602,580,637,709,747,829,875,964,1013,1132,1287,1342,1391,1328,1460,1430,1056,1499,1517,1518,1525,1486,1437,1537,1557,1618,1563,1531,1577,1560,1648,1764,1844,1943,1872,1820,1824,1815,1823,1878,1917,1869,1905,1965,1976,2004,1978,1950,1839,1732,1810,1766,1701,1736,1751,1726,1753,1662,1766,1820,1912,2017,2126,2159,2273,2347,2531,2613,2746,2784,2811,2652,2851,3037,3148,3191,3167,3239,3333,3374,3423,3521,3549,3550,3472,3560,3659,3709,3852,3986,4010,3988,4065,4147,4180
Wisconsin,44.2685,-89.6165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197,3274,3385,3538,3678,3847,3987,4126,4269,4381,4597,4794,5093,5421,5640,5800,5989,6212,3186,3635,3628,3902,3923,4082,4191,4321,4512,4666,4805,4833,4822,4808,4847,4990,5192,5548,5442,5047,5204,5386,5538,5682,5768,5863,5941,6077,6040,6259,6304,6165,6110,6138,6612,6286,6279,6156,6141,6150,6064,5923,5896,5774,5596,5508,5401,5373,5130,5102,5369,4844,4765,4780,4729,4885,4904,4807,4903,5013,5064,5288,5324,5418,5478,5768,5882,6023,5993,6042,6307,6610,6949,7310,7452,7805,7977,8241,8416,8638,8843,9042,9374,9300,9519,9706,9692,9964,9891,9760,9722,9870,9689,9771,10012,9884,9727,9647,9580,9534,9654,9528,9401,9323,8902,8949,9021,8846,8720,8555,7775,8189,8090,7936,7995,7661,7463,7403,7430,7547,7603,7606,7516,7247,7552,7346,7411,7972,7979,8119,8114,8187,8187,8854,9175,9485,10225,10219,10527,10857,11613,12857,13689,14161,14432,14788,15280,16333,17188,18270,19068,19578,20270,21022,22144,23023,24053
Wyoming,42.756,-107.3025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,274,281,286,294,303,307,311,315,441,441,446,466,484,495,513,529,538,181,186,185,188,198,192,215,212,209,208,212,219,191,204,214,222,238,248,258,262,248,255,240,250,270,256,230,239,237,242,224,229,226,228,184,190,161,165,173,170,164,158,177,195,199,208,227,219,234,256,264,263,268,279,281,296,310,315,318,340,360,370,375,391,408,417,442,483,414,428,435,442,457,469,510,466,457,462,455,473,486,511,519,518,528,523,555,567,580,593,580,595,577,590,609,607,573,573,560,552,525,557,531,503,480,488,512,538,588,602,571,611,591,623,627,645,639,630,615,636,680,642,656,632,631,621,610,555,544,574,574,612,626,604,498,515,536,468,473,545,603,654,640,712,723,737,842,891,920,936,1064,1091,1069,1107,1177,1172,1229
